ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,Currency,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd
20246,35-44 years old,Some college/university study without earning a degree,Employed,10.0,15.0,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Energy,India,INR Indian rupee,Go;HTML/CSS;JavaScript;PHP;PowerShell;TypeScript,MariaDB;MongoDB;MySQL,15111.0
20249,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,15.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,France,EUR European Euro,Bash/Shell (all shells);Java;Kotlin;Rust,MongoDB,59167.0
20255,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,10.0,"Developer, back-end",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Norway,NOK	Norwegian krone,Kotlin;Rust;SQL;TypeScript,PostgreSQL;SQLite,88154.0
2026,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,20.0,"Developer, mobile",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,Hungary,EUR European Euro,Swift,MongoDB;PostgreSQL;SQLite,4293.0
20265,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,13.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,Netherlands,EUR European Euro,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Lisp;Python,BigQuery;Microsoft SQL Server;PostgreSQL,63808.0
20272,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,20.0,"Architect, software or solutions","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Argentina,ARS	Argentine peso,Bash/Shell (all shells);JavaScript;Lua;Python;SQL,PostgreSQL;Redis;SQLite;Supabase,153550.0
2028,18-24 years old,Some college/university study without earning a degree,Employed,3.0,9.0,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,C#;Java;JavaScript;PHP;Python;SQL;TypeScript,Oracle;PostgreSQL;Redis,44927.0
20283,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,2.0,4.0,"Developer, front-end",Less than 20 employees,Individual contributor,Remote,Banking/Financial Services,Ukraine,UAH Ukrainian hryvnia,HTML/CSS;JavaScript;TypeScript,,7909.0
20290,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,22.0,25.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",Italy,EUR European Euro,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,37125.0
20314,45-54 years old,"Associate degree (A.A., A.S., etc.)",Employed,22.0,26.0,"Developer, front-end","5,000 to 9,999 employees",Individual contributor,Remote,Energy,Canada,CAD Canadian dollar,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Cosmos DB;Microsoft SQL Server,91198.0
20324,45-54 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Not employed,25.0,25.0,DevOps engineer or professional,,,,,Czech Republic,CZK	Czech koruna,Bash/Shell (all shells);Kotlin;Python,,78633.0
20336,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14.0,18.0,DevOps engineer or professional,500 to 999 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Portugal,EUR European Euro,Bash/Shell (all shells);Go;JavaScript;Python;TypeScript,Elasticsearch;PostgreSQL;Redis,48726.0
20347,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,12.0,Engineering manager,100 to 499 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Bangladesh,BDT	Bangladeshi taka,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL,Elasticsearch;MySQL;PostgreSQL;Redis,19636.0
20357,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,25.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Retail and Consumer Services,Ukraine,USD United States dollar,Elixir;HTML/CSS;TypeScript,PostgreSQL,72000.0
20360,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,23.0,"Architect, software or solutions",Less than 20 employees,Individual contributor,In-person,Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,MySQL;PostgreSQL,81685.0
20365,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,21.0,27.0,Engineering manager,20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Denmark,DKK	Danish krone,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,PostgreSQL;Redis,99844.0
20367,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",20.0,14.0,"Developer, back-end",,,,Software Development,Ukraine,UAH Ukrainian hryvnia,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Dynamodb;PostgreSQL;Redis;Cockroachdb,129418.0
20389,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6.0,13.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Government,France,EUR European Euro,C#;HTML/CSS;JavaScript;Python;SQL;Visual Basic (.Net),Microsoft SQL Server;Oracle,44666.0
20394,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,28.0,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",Denmark,DKK	Danish krone,C#;HTML/CSS;JavaScript;Lua;PowerShell;SQL;TypeScript;VBA,Cosmos DB;Elasticsearch;Microsoft SQL Server;MongoDB;Neo4J;PostgreSQL;Redis,139968.0
2040,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,19.0,29.0,"Developer, back-end","10,000 or more employees",People manager,Remote,Computer Systems Design and Services,United States of America,USD United States dollar,Assembly;Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL,Dynamodb;Elasticsearch;PostgreSQL,285000.0
20402,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,17.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);C#;Go;Groovy;HTML/CSS;Java;JavaScript;MicroPython;PowerShell;Python;Rust;SQL;TypeScript,IBM DB2;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,125000.0
20412,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,19.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Poland,PLN Polish zloty,C#;PowerShell,Cosmos DB;Snowflake,70954.0
20430,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,11.0,9.0,"Developer, back-end",,,,,India,INR Indian rupee,C#;Python;SQL,Microsoft SQL Server,33849.0
20431,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,20.0,AI/ML engineer,100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Computer Systems Design and Services,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,,,272283.0
20448,35-44 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",20.0,20.0,"Developer, back-end",,,,Software Development,Italy,EUR European Euro,Assembly;Bash/Shell (all shells);C;C#;C++;Go;Java;JavaScript;PHP;Python;SQL;TypeScript;VBA;Visual Basic (.Net),Cassandra;MongoDB;MySQL;Neo4J;PostgreSQL;Redis;SQLite,58007.0
20449,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18.0,23.0,"Developer, desktop or enterprise applications",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Denmark,DKK	Danish krone,Assembly;C++;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Microsoft SQL Server;SQLite,101088.0
2045,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,8.0,"Developer, back-end",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);C#;C++;Java;JavaScript;Lua;PowerShell;Python;Rust;SQL,PostgreSQL,29951.0
2046,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,26.0,20.0,"Developer, full-stack","5,000 to 9,999 employees",Individual contributor,Remote,Government,United States of America,USD United States dollar,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server,160000.0
20481,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,8.0,"Developer, full-stack",Less than 20 employees,People manager,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,"Venezuela, Bolivarian Republic of...",USD United States dollar,Dart;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,,2300.0
2049,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14.0,27.0,"Developer, full-stack","5,000 to 9,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,Finland,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,Dynamodb;MariaDB,125296.0
20491,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,22.0,25.0,"Developer, desktop or enterprise applications",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,France,EUR European Euro,,,63808.0
20500,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,10.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",Sweden,EUR European Euro,C;F#;Go;HTML/CSS;JavaScript;Lisp;Python;Rust;SQL;TypeScript,PostgreSQL;Redis;SQLite;Clickhouse,69609.0
20537,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18.0,18.0,"Developer, back-end",500 to 999 employees,,Remote,"Internet, Telecomm or Information Services",Russian Federation,RUB	Russian ruble,Bash/Shell (all shells);C;C++;Rust;Scala;SQL,Elasticsearch;PostgreSQL;Redis;Clickhouse,79108.0
20542,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25.0,25.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,C#;HTML/CSS;JavaScript;SQL;TypeScript;Visual Basic (.Net),Microsoft SQL Server;SQLite,81685.0
2056,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,10.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Insurance,Romania,RON	Romanian leu,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Elasticsearch;Microsoft SQL Server,57437.0
20563,25-34 years old,Some college/university study without earning a degree,Employed,12.0,20.0,"Developer, game or graphics",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,C++;JavaScript;Python,PostgreSQL;Snowflake;SQLite,95299.0
20565,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,12.0,"Developer, back-end",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Media & Advertising Services,Germany,EUR European Euro,Bash/Shell (all shells);Go;Java;JavaScript;Kotlin;Python;Ruby;Scala;TypeScript,BigQuery;Dynamodb;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;SQLite,131097.0
20593,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16.0,20.0,Data engineer,100 to 499 employees,Individual contributor,Remote,Banking/Financial Services,United States of America,USD United States dollar,Bash/Shell (all shells);Go;Python;R;Rust;Scala;SQL,Databricks SQL;PostgreSQL;Snowflake,850000.0
20594,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,6.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,Egypt,EGP	Egyptian pound,JavaScript;PHP,Elasticsearch;MySQL;Redis,17975.0
20603,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",4.0,10.0,"Developer, back-end",,,,Software Development,Canada,CAD Canadian dollar,C#;F#;OCaml;Rust,Dynamodb;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis,58367.0
20605,25-34 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",14.0,21.0,"Developer, full-stack",,,,Energy,Poland,EUR European Euro,Bash/Shell (all shells);C#;HTML/CSS;SQL;TypeScript;Zig,Microsoft SQL Server,86721.0
20613,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Not employed,2.0,14.0,"Developer, desktop or enterprise applications",,,,,Germany,EUR European Euro,Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Python;Rust;SQL;Zig,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite;Cockroachdb,81210.0
20614,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",10.0,14.0,"Architect, software or solutions",,,,Software Development,Netherlands,EUR European Euro,Bash/Shell (all shells);Java;JavaScript;Python;TypeScript,Elasticsearch;MongoDB,75410.0
20618,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",13.0,20.0,"Developer, full-stack",,,,Software Development,Bosnia and Herzegovina,USD United States dollar,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;SQL,PostgreSQL;Redis;Cockroachdb,47000.0
2062,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,19.0,"Developer, back-end",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Energy,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,C;C#;C++;HTML/CSS;JavaScript,,57179.0
20624,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,18.0,"Architect, software or solutions","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,United States of America,USD United States dollar,Bash/Shell (all shells);F#;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,BigQuery;Cassandra;Cosmos DB;Elasticsearch;PostgreSQL;Redis,385000.0
20626,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,30.0,35.0,"Developer, desktop or enterprise applications","5,000 to 9,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United States of America,USD United States dollar,C++,,160000.0
20627,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8.0,15.0,"Developer, back-end",20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Other:,Israel,ILS	Israeli new shekel,HTML/CSS;Java;JavaScript;TypeScript,BigQuery;Cloud Firestore;Elasticsearch;MySQL;Redis,11472.0
20634,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,9.0,"Developer, back-end",Less than 20 employees,Individual contributor,Remote,Fintech,Ukraine,UAH Ukrainian hryvnia,Rust,PostgreSQL,2876.0
20641,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,16.0,"Architect, software or solutions",20 to 99 employees,Individual contributor,Remote,Media & Advertising Services,Germany,EUR European Euro,Bash/Shell (all shells);C#;C++;Go;PowerShell;Python;Rust;SQL;TypeScript,PostgreSQL;Redis;SQLite,139218.0
20654,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30.0,40.0,DevOps engineer or professional,"5,000 to 9,999 employees",Individual contributor,Remote,Healthcare,United States of America,USD United States dollar,Bash/Shell (all shells);C#;PowerShell,Microsoft SQL Server;PostgreSQL,149000.0
20658,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7.0,12.0,"Developer, embedded applications or devices",Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Computer Systems Design and Services,Germany,EUR European Euro,C;C#;C++;JavaScript;Lua;Python,,69609.0
20662,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,8.0,11.0,"Developer, full-stack",Less than 20 employees,People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Healthcare,Italy,EUR European Euro,Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;TypeScript,H2;PostgreSQL;SQLite,27844.0
